SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s6297,movie,bhagam bhag,priyadarshan,"akshay kumar, govinda, lara dutta, paresh rawal, rajpal yadav, jackie shroff, arbaaz khan, tanushree dutta, asrani, shakti kapoor",INDIA,2019-12-31,2006,tv-14,151 min,"Comedies, International Movies, Romantic Movies","A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",31-12-2019,2019-12
s6298,movie,bheemayan,rajiv chilaka,"akshay kumar, vidya balan, ameesha patel, shiney ahuja, paresh rawal, rajpal yadav, manoj joshi, asrani, vikram gokhale, rasika joshi",INDIA,2019-05-10,2018,tv-y,63 min,Children & Family Movies,"It's Diwali! To celebrate, Chhota Bheem and his friends put on a stage show of the Ramayana, re-enacting the epic story behind the festival of lights.",10-05-2019,2019-05
s6299,movie,bhool bhulaiyaa,priyadarshan,"akshay kumar, vidya balan, ameesha patel, shiney ahuja, paresh rawal, rajpal yadav, manoj joshi, asrani, vikram gokhale, rasika joshi",INDIA,2017-10-22,2007,tv-14,148 min,"Dramas, International Movies, Thrillers","Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.",22-10-2017,2017-10
s6300,movie,bhoot,ram gopal varma,"ajay devgn, urmila matondkar, nana patekar, rekha, fardeen khan, victor banerjee, tanuja, seema biswas",INDIA,2019-12-31,2003,tv-ma,114 min,"Horror Movies, International Movies, Thrillers","After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past.",31-12-2019,2019-12
s6301,movie,bhouri,jasbir bijendra bhati,"raghuvir yadav, masha paur, mohan joshi, manoj joshi, mukesh tiwari, shakti kapoor, sitaram panchal, kunika lall",INDIA,2017-12-01,2017,tv-14,123 min,"Dramas, Independent Movies, International Movies",A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.,01-12-2017,2017-12
s6302,tv show,big bad beetleborgs,joey kern,"wesley barker, herbie baez, elisabeth lund, shannon chandler, billy forester, frank addela, kyle jordan, dave 'foots' footman, derek stephen prince, vivian smallwood","UNITED STATES, FRANCE, JAPAN",2016-01-01,1997,tv-g,2 seasons,"Kids' TV, TV Comedies","When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.",01-01-2016,2016-01
s6303,movie,big bear,joey kern,"joey kern, adam brody, zachary knighton, tyler labine, pablo schreiber, toby huss, heidi heaslet, ahna o'reilly",UNITED STATES,2018-02-28,2017,tv-ma,87 min,Comedies,The alcohol-fueled high jinks of a bachelor party go haywire when the buddies of an ill-fated groom abduct his fiancée's new lover.,28-02-2018,2018-02
s6304,movie,big daddy,dennis dugan,"adam sandler, joey lauren adams, jon stewart, cole sprouse, dylan sprouse, josh mostel, leslie mann, allen covert, rob schneider, kristy swanson",UNITED STATES,2020-10-01,1999,pg-13,93 min,Comedies,"Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup.",01-10-2020,2020-10
s6306,movie,big fat liar,shawn levy,"frankie muniz, paul giamatti, amanda bynes, amanda detmer, donald faison, sandra oh, russell hornsby, michael bryan french, christine tucci, lee majors, john cho","UNITED STATES, GERMANY",2020-01-15,2002,pg,88 min,"Children & Family Movies, Comedies",Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.,15-01-2020,2020-01
s6307,movie,big kill,scott martin,"christoph sanders, jason patric, clint glenn hummel, lou diamond phillips, danny trejo, scott martin, elizabeth mclaughlin, stephanie beran, k.c. clyde, michael paré",UNITED STATES,2019-06-18,2018,r,126 min,Action & Adventure,A tenderfoot and two gamblers seeking their fortunes in a boom town instead find themselves defending it from a gunslinging preacher and his gang.,18-06-2019,2019-06
s6308,movie,big time,kaspar astrup schröder,bjarke ingels,DENMARK,2018-04-01,2017,tv-ma,90 min,Documentaries,"In this documentary, architect Bjarke Ingels offers his vision for 2 World Trade Center as he aims to restore Manhattan's skyline to its former glory.",01-04-2018,2018-04
s6309,movie,bigger fatter liar,ron oliver,"ricky garcia, jodelle ferland, barry bostwick, fiona vroom, kevin o'grady, karen holness",UNITED STATES,2017-04-18,2017,pg,95 min,"Children & Family Movies, Comedies","When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.",18-04-2017,2017-04
s6310,movie,biggie & tupac,nick broomfield,nick broomfield,UNITED KINGDOM,2019-01-26,2002,r,108 min,"Documentaries, Music & Musicals","British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process.",26-01-2019,2019-01
s6311,movie,bill burr: let it go,shannon hartman,bill burr,UNITED STATES,2017-11-10,2010,nr,65 min,Stand-Up Comedy,"The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.",10-11-2017,2017-11
s6312,movie,billy elliot,stephen daldry,"jamie bell, gary lewis, stuart wells, billy fane, colin maclachlan, nicola blackwell, carol mcguigan, joe renton, janine birkett, charlie hardwick, mike elliot, jean heywood, jamie draven, julie walters, trevor fox, adam cooper","UNITED KINGDOM, FRANCE",2019-02-01,2000,r,110 min,"Dramas, Independent Movies, International Movies","When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.",01-02-2019,2019-02
s6313,movie,billy graham: an extraordinary journey,"vonda harrell, daniel camenisch","billy graham, jeff hoyt, tom brokaw, greta van susteren, diane sawyer, larry king, george bush sr., george w. bush, bill clinton, franklin graham",UNITED STATES,2019-02-28,2018,tv-pg,66 min,"Documentaries, Faith & Spirituality",This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.,28-02-2019,2019-02
s6314,movie,bilu rakkhosh,indrasis acharya,"joy sengupta, koneenica banerjee, kanchana moitra, pradip mukherjee",INDIA,2018-03-15,2017,tv-ma,127 min,"Dramas, International Movies","Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.",15-03-2018,2018-03
s6315,movie,bioscope,"gajendra ahire, viju mane, girish mohite, ravi jadhav","nina kulkarni, suhas palshikar, kushal badrike, spruha joshi, mangesh desai, smita tambe, veena jamkar, sandeep khare",INDIA,2018-08-15,2015,tv-14,131 min,"Dramas, International Movies, LGBTQ Movies","Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.",15-08-2018,2018-08
s6316,movie,birthmarked,emanuel hoss-desmarais,"toni collette, matthew goode, andreas apergis, michael smiley, fionnula flanagan, suzanne clément, jordan poole, megan o'kelly, anton gillis-adelman, tyrone benskin, vincent hoss-desmarais",CANADA,2018-06-28,2018,tv-ma,88 min,"Comedies, Independent Movies, International Movies","In an attempt to settle the ""nature vs. nurture"" debate, a scientist couple raises three children to live lives that defy their genetic dispositions.",28-06-2018,2018-06
s6317,movie,bitch,marianna palka,"jason ritter, jaime king, marianna palka, brighton sharbino, rio mangini, jason maybaum, kingston foster, arielle kebbel, martin starr, roger guenveur smith, caroline aaron, bill smitrovich",UNITED STATES,2018-03-11,2017,r,97 min,"Comedies, Dramas, Independent Movies","Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.",11-03-2018,2018-03
s6318,movie,bitcoin heist,ham tran,"kate nhung, thanh pham, petey majik nguyen, suboi, jayvee mai the hiep, lam thanh my",VIETNAM,2017-09-02,2016,tv-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",02-09-2017,2017-09
s6320,tv show,bitter daisies,miguel conde,"maría mera, toni salgado, miquel insua, denis gómez, lucía álvarez, sara sanz, jimmy núñez, paloma saavedra, manuel cortés, yelena molina, ricardo de barreiro, nerea barros, santiago cuquejo, martina stetson, carlos villarino",SPAIN,2019-03-29,2018,tv-ma,1 season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",29-03-2019,2019-03
s6321,movie,bittoo boss,supavitra babul,"pulkit samrat, ashok pathak, tanvir singh, amita pathak, sunil shetty, rajendra sethi, mohan kapoor",INDIA,2020-07-05,2012,tv-14,117 min,"Comedies, Dramas, International Movies","When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results.",05-07-2020,2020-07
s6322,movie,black & privileged: volume 1,mark harris,"dawnisha halfkenny, simeon henderson, corey hendrix, malcom banks, nadia simms, brian white, brely evans, cynda williams, carl anthony payne ii",UNITED STATES,2019-07-12,2019,tv-ma,79 min,Dramas,"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",12-07-2019,2019-07
s6323,movie,black hawk down,ridley scott,"josh hartnett, ewan mcgregor, tom sizemore, eric bana, william fichtner, ewen bremner, sam shepard, gabriel casseus, kim coates, hugh dancy, ron eldard, ioan gruffudd, tom guiry, charlie hofheimer, danny hoch, jason isaacs, zeljko ivanek, glenn morshower, jeremy piven, brendan sexton iii","UNITED STATES, UNITED KINGDOM",2019-01-01,2001,r,144 min,"Action & Adventure, Dramas","When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.",01-01-2019,2019-01
s6324,tv show,black heart,jose manuel colón,"barış kılıç, tuvana türkay, serhat tutumluer, gülçin santırcıoğlu, kenan bal",TURKEY,2018-10-12,2014,tv-14,1 season,"Crime TV Shows, International TV Shows, TV Dramas","Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",12-10-2018,2018-10
s6325,movie,black man white skin,jose manuel colón,"chadwick boseman, michael b. jordan, lupita nyong'o, danai gurira, martin freeman, daniel kaluuya, letitia wright, winston duke, sterling k. brown, angela bassett, forest whitaker, andy serkis, florence kasumba, john kani, david s. lee, stan lee",SPAIN,2016-06-01,2015,tv-pg,79 min,"Documentaries, International Movies",This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.,01-06-2016,2016-06
s6326,movie,black panther,ryan coogler,"chadwick boseman, michael b. jordan, lupita nyong'o, danai gurira, martin freeman, daniel kaluuya, letitia wright, winston duke, sterling k. brown, angela bassett, forest whitaker, andy serkis, florence kasumba, john kani, david s. lee, stan lee",UNITED STATES,2018-09-04,2018,pg-13,135 min,"Action & Adventure, Sci-Fi & Fantasy","T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.",04-09-2018,2018-09
s6327,movie,black site delta,jesse gustafson,"cam gigandet, teri reeves, michael dale, dion mucciacito, casey hendershot, benjamin charles watson, john brodsky, arash mokhtar",UNITED STATES,2017-08-09,2017,tv-ma,88 min,Action & Adventure,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.",09-08-2017,2017-08
s6328,movie,black snake moan,craig brewer,"samuel l. jackson, christina ricci, justin timberlake, s. epatha merkerson, john cothran, david banner, michael raymond-james, adriane lenox, kim richards, neimus k. williams",UNITED STATES,2019-11-20,2007,r,116 min,"Dramas, Independent Movies","Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",20-11-2019,2019-11
s6329,movie,black snow,martin hodara,"ricardo darín, leonardo sbaraglia, laia costa, federico luppi, dolores fonzi, andrés herrera","ARGENTINA, SPAIN",2017-07-01,2017,tv-ma,91 min,"Dramas, International Movies, Thrillers",An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.,01-07-2017,2017-07
s6330,movie,blackfish,gabriela cowperthwaite,"anthony hopkins, julia stiles, alexander ludwig, ray liotta, hal holbrook, lochlyn munro, steve bacic, aaron pearl, aleks paunovic",UNITED STATES,2020-05-01,2013,pg-13,83 min,Documentaries,"This fascinating documentary examines the life of performing killer whale Tilikum, who has caused the deaths of several people while in captivity.",01-05-2020,2020-05
s6331,movie,blackway,daniel alfredson,"anthony hopkins, julia stiles, alexander ludwig, ray liotta, hal holbrook, lochlyn munro, steve bacic, aaron pearl, aleks paunovic",UNITED STATES,2017-12-15,2015,pg-13,90 min,Thrillers,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker.",15-12-2017,2017-12
s6332,movie,blaze,ethan hawke,"benjamin dickey, alia shawkat, josh hamilton, charlie sexton, sam rockwell, wyatt russell, steve zahn, kris kristofferson, richard linklater, david kallaway, ritchie montgomery",UNITED STATES,2020-08-30,2018,r,129 min,"Dramas, Independent Movies, Music & Musicals","An influential, if unsung country songwriter reflects on his career, and how the love of his life drove him to write his most personal music.",30-08-2020,2020-08
s6333,movie,bleed for this,ben younger,"miles teller, aaron eckhart, katey sagal, ciarán hinds, ted levine, jordan gelber, amanda clayton, daniel sauli, christine evangelista, tina casciani",UNITED STATES,2020-04-11,2016,r,120 min,"Dramas, Sports Movies","After a devastating injury derails his career, scrappy world champion boxer Vinny Pazienza determines to make an against-all-odds comeback.",11-04-2020,2020-04
s6334,movie,blinky bill: the movie,deane taylor,"ryan kwanten, rufus sewell, toni collette, robin mcleavy, david wenham, barry humphries, richard roxburgh, deborah mailman, barry otto","AUSTRALIA, UNITED STATES",2017-02-08,2015,pg,91 min,Children & Family Movies,Happy koala Blinky Bill and some spunky pals travel the Outback following clues to help him find his long-lost father and finally bring him home.,08-02-2017,2017-02
s6335,movie,blockbuster,july hygreck,"syrus shahidi, lionel abelanski, charlotte gabris, tom hygreck, sylvain quimene, laura boujenah, foed amara",FRANCE,2018-01-24,2017,tv-ma,85 min,"Comedies, Independent Movies, International Movies","Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola.",24-01-2018,2018-01
s6336,tv show,blood & treasures,jean-françois richet,"nawat kulrattanarak, woranuch wongsawan, jespipat tilapornputt, paramej noiam, phutharit prombandal",THAILAND,2018-07-14,2016,tv-14,1 season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.",14-07-2018,2018-07
s6337,movie,blood father,jean-françois richet,"mel gibson, erin moriarty, diego luna, michael parks, william h. macy, miguel sandoval, dale dickey, richard cabral, daniel moncada, ryan dorsey",FRANCE,2020-03-26,2016,r,88 min,"Action & Adventure, International Movies",An ex-convict and estranged father finds the chance to prove himself when his daughter seeks his help shaking off a dangerous group of drug dealers.,26-03-2020,2020-03
s6338,movie,blow,ted demme,"johnny depp, penélope cruz, franka potente, rachel griffiths, paul reubens, jordi mollà, cliff curtis, miguel sandoval, ethan suplee, ray liotta",UNITED STATES,2019-10-01,2001,r,123 min,Dramas,Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.,01-10-2019,2019-10
s6339,movie,blue is the warmest color,abdellatif kechiche,"léa seydoux, adèle exarchopoulos, salim kechiouche, aurélien recoing, catherine salée, benjamin siksou, mona walravens, alma jodorowsky, jérémie laheurte, anne loiret, benoît pilot, sandor funtek, fanny maurin","FRANCE, BELGIUM, SPAIN",2016-08-26,2013,nc-17,180 min,"Dramas, Independent Movies, International Movies","Determined to fall in love, 15-year-old Adele is focused on boys. But it's a blue-haired girl she meets on the street who really piques her interest.",26-08-2016,2016-08
s6340,movie,blue jasmine,woody allen,"cate blanchett, sally hawkins, alec baldwin, louis c.k., bobby cannavale, andrew dice clay, peter sarsgaard, michael stuhlbarg, tammy blanchard, max casella, alden ehrenreich",UNITED STATES,2019-03-08,2013,pg-13,98 min,"Comedies, Dramas, Independent Movies",The high life leads to high anxiety for a fashionable New York City homemaker in crisis who finds herself forced to live a more modest lifestyle.,08-03-2019,2019-03
s6341,movie,blue mountain state: the rise of thadland,lev l. spiro,"alan ritchson, darin brooks, james cade, rob ramsay, chris romano, frankie shaw, omari newton, ed marinaro, dhani jones, ed amatrudo, jimmy tatro",UNITED STATES,2016-03-01,2016,r,90 min,Comedies,"New NFL star Thad buys his old teammates' beloved frat house, renames it Thadland and throws the raunchiest, most debauched party in school history.",01-03-2016,2016-03
s6342,tv show,blue planet ii,jeremy saulnier,david attenborough,UNITED KINGDOM,2018-12-03,2017,tv-g,1 season,"British TV Shows, Docuseries, Science & Nature TV","This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.",03-12-2018,2018-12
s6343,movie,blue ruin,jeremy saulnier,"macon blair, devin ratray, amy hargreaves, kevin kolack, eve plumb, david w. thompson, brent werzner, stacy rock, sidné anderson, sandy barnett, bonnie johnson","UNITED STATES, FRANCE",2019-02-25,2013,r,90 min,"Independent Movies, Thrillers","Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown.",25-02-2019,2019-02
s6344,movie,blue streak,les mayfield,"martin lawrence, luke wilson, peter greene, dave chappelle, nicole ari parker, graham beckel, robert miranda, olek krupa, saverio guerra, richard c. sarafian, william forsythe","GERMANY, UNITED STATES",2021-01-01,1999,pg-13,94 min,"Action & Adventure, Comedies",A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.,01-01-2021,2021-01
s6345,movie,blue valentine,derek cianfrance,"ryan gosling, michelle williams, faith wladyka, john doman, mike vogel, ben shenkman, jen jones, maryann plunkett, marshall johnson, james benatti, barbara troy, carey westbrook, enid graham",UNITED STATES,2018-07-05,2010,r,112 min,"Dramas, Independent Movies, Romantic Movies","As Cindy and Dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance.",05-07-2018,2018-07
s6346,movie,blurred lines: inside the art world,barry avrich,robert lazar,CANADA,2017-12-31,2017,tv-ma,85 min,Documentaries,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.,31-12-2017,2017-12
s6347,movie,bob lazar: area 51 & flying saucers,jeremy kenyon lockyer corbell,robert lazar,UNITED STATES,2019-06-18,2018,tv-ma,97 min,Documentaries,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up.",18-06-2019,2019-06
s6348,tv show,bob ross: beauty is everywhere,jay surridge,bob ross,CANADA,2016-06-01,1991,tv-g,1 season,TV Shows,"""The Joy of Painting"" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature.",01-06-2016,2016-06
s6349,movie,bob's broken sleigh,jay surridge,"cole howard, bruce greenwood, victor garber, michael adamthwaite, raini rodriguez, colin murdock, maryke hendrikse, sam vincent, gabe khouth",CANADA,2015-12-17,2015,tv-g,47 min,Children & Family Movies,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole.",17-12-2015,2015-12
s6350,movie,bobbi jene,elvira lind,bobbi jene smith,"DENMARK, SWEDEN, ISRAEL, UNITED STATES",2018-06-01,2017,tv-ma,99 min,Documentaries,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.,01-06-2018,2018-06
s6351,movie,bobby,raj kapoor,"rishi kapoor, dimple kapadia, pran, prem nath, sonia sahni, durga khote, aruna irani, prem chopra, farida jalal",INDIA,2019-12-31,1973,tv-14,168 min,"Classic Movies, Dramas, International Movies","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.",31-12-2019,2019-12
s6352,movie,bobby robson: more than a manager,"gabriel clarke, torquil jones",bobby robson,UNITED KINGDOM,2018-12-01,2018,tv-14,99 min,"Documentaries, International Movies, Sports Movies","Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams.",01-12-2018,2018-12
s6353,movie,bobby sands: 66 days,brendan byrne,"maika monroe, matt o'leary, arnar jónsson, gunnar helgason, berglind rós sigurðardóttir","IRELAND, UNITED KINGDOM",2017-09-28,2016,tv-14,106 min,Documentaries,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.",28-09-2017,2017-09
s6354,movie,bokeh,"geoffrey orthwein, andrew sullivan","maika monroe, matt o'leary, arnar jónsson, gunnar helgason, berglind rós sigurðardóttir","UNITED STATES, ICELAND",2017-06-22,2017,tv-14,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","After learning they are the sole survivors of an eerie apocalypse, a young American couple on vacation in Iceland ponder their love and the future.",22-06-2017,2017-06
s6355,movie,bolt,"byron howard, chris williams","john travolta, miley cyrus, susie essman, mark walton, malcolm mcdowell, james lipton, greg germann, diedrich bader, nick swardson, j.p. manoux, dan fogelman, kari wahlgren, chloë grace moretz, randy savage, ronn moss, john dimaggio, daran norris, jeff bennett, brian stepanek, todd cummings",UNITED STATES,2018-07-22,2008,pg,99 min,"Children & Family Movies, Comedies","This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.",22-07-2018,2018-07
s6356,movie,bombshell: the hedy lamarr story,alexandra dean,hedy lamarr,UNITED STATES,2018-05-31,2017,tv-14,89 min,Documentaries,"An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty, who was the first to patent frequency hopping.",31-05-2018,2018-05
s6357,movie,bon bini holland,jelle de jonge,"jandino asporaat, liliana de vries, teun kuilboer, sergio ijssel, dennis rudge, alpha oumar barry, phi nguyen",NETHERLANDS,2016-09-01,2015,tv-ma,88 min,"Comedies, International Movies","On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.",01-09-2016,2016-09
s6359,movie,bonnie and clyde,arthur penn,"warren beatty, faye dunaway, michael j. pollard, gene hackman, estelle parsons, denver pyle, dub taylor, evans evans, gene wilder",UNITED STATES,2021-01-01,1967,r,111 min,"Action & Adventure, Classic Movies, Dramas","Bonnie Parker and Clyde Barrow are young, in love and on the run during a bullet-riddled bank robbery spree across Depression-ravaged America.",01-01-2021,2021-01
s6360,movie,boom,kaizad gustad,"amitabh bachchan, gulshan grover, jackie shroff, javed jaffrey, katrina kaif, madhu sapre, padma lakshmi, seema biswas, zeenat aman, boman irani",INDIA,2018-03-01,2003,tv-ma,79 min,"Action & Adventure, Dramas, International Movies","Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds.",01-03-2018,2018-03
s6361,tv show,border patrol,"gary cohen, ross hockrow",timothy balme,UNITED KINGDOM,2019-10-02,2016,tv-pg,1 season,Reality TV,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.,02-10-2019,2019-10
s6363,movie,born strong,"gary cohen, ross hockrow","eddie hall, hafþór júlíus björnsson, brian shaw, zydrunas savickas",UNITED STATES,2017-12-31,2017,tv-ma,86 min,"Documentaries, Sports Movies",Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition.,31-12-2017,2017-12
s6364,movie,born to be free,gayane petrosyan,"casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 beluga whales kept in captivity for years.","UNITED KINGDOM, RUSSIA",2017-04-01,2016,tv-14,74 min,"Documentaries, International Movies","Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years.",01-04-2017,2017-04
s6365,tv show,botched up bodies,richard sears,"charlie brooks, sue johnston",UNITED KINGDOM,2019-10-02,2013,tv-ma,1 season,"British TV Shows, Docuseries, International TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.",02-10-2019,2019-10
s6366,movie,bottom of the world,richard sears,"jena malone, douglas smith, ted levine, tamara duarte, kelly pendygraft, mark sivertsen, jon mclaren","CANADA, UNITED STATES",2020-05-28,2017,tv-ma,84 min,"Dramas, Independent Movies, Thrillers","En route to a fresh start in Los Angeles, young couple Alex and Scarlett stop over in a sleepy Southwestern town that loosens their grip on reality.",28-05-2020,2020-05
s6367,movie,boy and the world,alê abreu,"vinícius garcia, felipe zilse, alê abreu, lu horta, marco aurélio campos, cassius romero, alfredo rollo",BRAZIL,2017-10-01,2013,pg,80 min,Children & Family Movies,"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work.",01-10-2017,2017-10
s6368,movie,boy bye,chris stokes,"wendy raquel robinson, ross fleming, shondrella avery, tammy townsend, omar gooding, tracy davis, veronika bozeman, kelly perine, valarie pettiford",UNITED STATES,2019-04-02,2016,tv-ma,86 min,"Comedies, Romantic Movies","Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance, but she soon discovers he's hiding something from her.",02-04-2019,2019-04
s6370,movie,brampton's own,michael doneger,"alex russell, rose mciver, jean smart, scott porter, kevin linehan, spencer grammer, carter hastings, riley voelkel, john getz",UNITED STATES,2019-04-19,2018,tv-ma,90 min,"Dramas, Romantic Movies, Sports Movies","After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend.",19-04-2019,2019-04
s6371,movie,bratz: the movie,sean mcnamara,"logan browning, janel parrish, nathalia ramos, skyler shaye, chelsea kane",UNITED STATES,2020-06-29,2007,pg,102 min,"Children & Family Movies, Comedies","When high school hierarchy divides four best friends into different cliques, the girls defy expectations and try to bring their groups together.",29-06-2020,2020-06
s6372,tv show,brave miss world,cecilia peck,linor abargil,"UNITED STATES, ISRAEL, ITALY, SOUTH AFRICA",2018-02-17,2013,tv-14,1 season,"Crime TV Shows, Docuseries","Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary.",17-02-2018,2018-02
s6373,movie,brave new jersey,jody lambert,"tony hale, anna camp, sam jaeger, heather burns, dan bakkedahl, raymond j. barry, erika alexander, mel rodriguez, evan jonigkeit, grace kaufman",UNITED STATES,2017-12-15,2016,tv-ma,92 min,"Comedies, Independent Movies",Small-town residents mistake an Orson Welles radio broadcast for news about an alien invasion and are emboldened to act as they await an apocalypse.,15-12-2017,2017-12
s6374,tv show,braxton family values,sridhar rangayan,"toni braxton, trina braxton, traci braxton, towanda braxton, tamar braxton",UNITED STATES,2020-02-15,2014,tv-pg,2 seasons,Reality TV,"Songstress sisters Toni, Traci, Towanda, Trina and Tamar Braxton open up about their lives and their relationships — and reveal a few surprises.",15-02-2020,2020-02
s6375,movie,breaking free,sridhar rangayan,sridhar rangayan,INDIA,2017-12-15,2015,tv-ma,81 min,"Documentaries, International Movies, LGBTQ Movies",One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.,15-12-2017,2017-12
s6376,movie,breath,simon baker,"samson coulter, ben spence, simon baker, elizabeth debicki, richard roxburgh, rachael blake, jacek koman",AUSTRALIA,2018-12-05,2018,tv-ma,116 min,"Dramas, Sports Movies","In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears.",05-12-2018,2018-12
s6377,movie,brick,rian johnson,"joseph gordon-levitt, nora zehetner, lukas haas, noah fleiss, matt o'leary, emilie de ravin, noah segan, richard roundtree, meagan good, brian white",UNITED STATES,2018-09-01,2005,r,110 min,"Independent Movies, Thrillers",Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.,01-09-2018,2018-09
